heuristic,run,makespan,total_reward,deadline_ratio,completed_jobs,met_deadlines,total_tardiness,weighted_tardiness,machine_utilization,timeliness_score,steps,actions
LPT,15,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,16,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,17,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,18,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,19,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,20,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
EDD,1,6639,-383.35196173624365,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,2,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,3,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,4,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,5,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,6,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,7,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,8,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,9,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,10,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,11,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,12,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,13,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,14,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,15,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,16,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,17,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,18,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,19,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
EDD,20,6639,-387.0834428998337,0.0,20,0,76431.0,512574.0,0.9873475,-1.3675625,123,"[15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 14, 14, 14, 14, 14, 14, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17]"
Priority,1,6668,-406.8940697496073,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
Priority,2,6668,-427.8860588364431,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
Priority,3,6668,-427.8860588364431,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
Priority,4,6668,-427.8860588364431,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
Priority,5,6668,-427.8860588364431,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
Priority,6,6668,-427.8860588364431,0.0,20,0,77011.0,516460.0,0.9834033,-1.3779044,123,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 2, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 18, 18, 18, 18, 18, 18, 1, 1, 1, 1, 1]"
